response_id,questionnaire_id,started_at,finished_at,duration_seconds,completed,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
R2026061309512875318800197,elder_digital_2026,2026-06-12 02:08:05,2026-06-12 02:12:30,264.9,0,60_69,male,institution,junior,no,,,,,,,,,give_up,voice_assist|anti_scam,4,yes,resist,1,希望有人能教教我们
R2026061309512875425700199,elder_digital_2026,2026-06-02 02:25:40,2026-06-02 02:30:39,299.6,1,70_79,male,institution,college,yes,3_5,forget_steps,no,daily,no,,no,1,ask_friends,human_help,4,yes,reluctant,4,希望有人能教教我们
R2026061309512875537200201,elder_digital_2026,2026-06-02 18:42:56,2026-06-02 18:47:24,267.4,1,60_69,male,alone,college,yes,gt5,font_small,no,rarely,yes,3,yes,3,give_up,bigger_font,5,no,willing,5,操作能再简单点就好
R2026061309512875646700203,elder_digital_2026,2026-06-11 13:50:51,2026-06-11 13:54:13,201.8,1,60_69,male,institution,senior,yes,lt1,none,no,daily,no,,yes,1,give_up,human_help|simpler|voice_assist,2,yes,reluctant,1,
R2026061309512875757900205,elder_digital_2026,2026-05-31 11:50:17,2026-05-31 11:59:38,561.3,1,60_69,female,with_children,senior,no,,,,,,,,,give_up,bigger_font,5,yes,willing,1,担心被骗
R2026061309512875865900207,elder_digital_2026,2026-06-07 08:33:28,2026-06-07 08:41:33,484.6,1,below_60,female,institution,college,no,,,,,,,,,give_up,anti_scam|simpler|voice_assist,4,yes,willing,4,希望字体更大一些
R2026061309512875977700209,elder_digital_2026,2026-06-02 14:27:02,2026-06-02 14:30:47,225.5,1,above_80,male,with_spouse,primary,no,,,,,,,,,ask_children,bigger_font,1,yes,willing,0,担心被骗
R2026061309512876088500211,elder_digital_2026,2026-06-01 14:56:35,2026-06-01 15:05:01,506.4,1,above_80,male,with_children,college,yes,gt5,fear_scam,yes,never,yes,1,no,4,ask_children,voice_assist|human_help,3,yes,eager,2,担心被骗
R2026061309512876199800213,elder_digital_2026,2026-05-30 20:16:50,2026-05-30 20:25:45,534.9,1,above_80,female,with_spouse,junior,no,,,,,,,,,give_up,bigger_font|human_help|anti_scam,3,no,reluctant,1,希望有人能教教我们
R2026061309512876316700215,elder_digital_2026,2026-06-10 04:42:04,2026-06-10 04:45:36,212.0,0,60_69,female,institution,college,yes,lt1,none|misclick,yes,rarely,no,,no,4,ask_children,bigger_font,4,no,reluctant,4,
R2026061309512876444800217,elder_digital_2026,2026-05-30 13:30:23,2026-05-30 13:39:53,570.3,1,below_60,female,institution,junior,no,,,,,,,,,self_explore,human_help,2,no,reluctant,2,担心被骗
R2026061309512876571000219,elder_digital_2026,2026-05-30 13:30:33,2026-05-30 13:35:46,313.5,1,above_80,female,institution,junior,no,,,,,,,,,give_up,bigger_font,3,yes,resist,1,操作能再简单点就好
R2026061309512876691000221,elder_digital_2026,2026-05-31 12:58:44,2026-05-31 13:01:57,192.6,1,70_79,male,with_children,junior,no,,,,,,,,,ask_children,human_help,2,yes,resist,1,语音功能很需要
R2026061309512876808300223,elder_digital_2026,2026-05-31 06:04:28,2026-05-31 06:10:41,372.4,1,below_60,male,with_children,primary,no,,,,,,,,,ask_friends,human_help|anti_scam|bigger_font,5,no,reluctant,3,希望有人能教教我们
R2026061309512876937900225,elder_digital_2026,2026-06-02 03:26:28,2026-06-02 03:32:22,354.6,1,above_80,male,with_children,primary,no,,,,,,,,,ask_friends,simpler,2,no,willing,1,操作能再简单点就好
R2026061309512877068800227,elder_digital_2026,2026-06-10 11:50:22,2026-06-10 12:00:15,593.4,1,below_60,male,with_children,senior,no,,,,,,,,,ask_children,voice_assist,4,yes,resist,4,希望字体更大一些
R2026061309512877207300229,elder_digital_2026,2026-05-31 17:44:58,2026-05-31 17:47:59,181.1,1,70_79,female,with_spouse,senior,yes,gt5,misclick|forget_steps,yes,often,no,,no,3,ask_friends,simpler|anti_scam|voice_assist,4,no,reluctant,1,担心被骗
R2026061309512877338600231,elder_digital_2026,2026-06-01 11:40:32,2026-06-01 11:43:16,163.5,1,above_80,male,institution,college,yes,3_5,misclick|none|forget_steps,yes,never,no,,yes,2,ask_children,voice_assist|bigger_font|anti_scam,4,yes,willing,2,语音功能很需要
R2026061309512877466500233,elder_digital_2026,2026-06-11 05:15:58,2026-06-11 05:21:26,328.8,1,60_69,male,with_spouse,senior,no,,,,,,,,,give_up,anti_scam|bigger_font,3,yes,resist,5,
R2026061309512877590200235,elder_digital_2026,2026-06-06 17:50:53,2026-06-06 17:57:20,386.9,1,60_69,male,institution,junior,yes,gt5,misclick|fear_scam,yes,daily,no,,yes,4,ask_friends,bigger_font|voice_assist|simpler,2,yes,resist,5,挺好的没什么意见
R2026061309512877708600237,elder_digital_2026,2026-06-11 16:42:51,2026-06-11 16:47:14,263.7,1,above_80,female,with_children,senior,no,,,,,,,,,give_up,human_help|simpler|bigger_font,5,no,willing,2,操作能再简单点就好
R2026061309512877826900239,elder_digital_2026,2026-06-02 14:53:09,2026-06-02 14:56:06,177.1,1,below_60,male,with_spouse,primary,no,,,,,,,,,give_up,anti_scam|bigger_font|simpler,4,no,reluctant,2,
R2026061309512877944500241,elder_digital_2026,2026-06-08 23:33:51,2026-06-08 23:41:50,479.3,1,above_80,male,alone,junior,no,,,,,,,,,ask_children,anti_scam,5,no,eager,4,希望字体更大一些
R2026061309512878061300243,elder_digital_2026,2026-05-31 14:19:34,2026-05-31 14:27:44,490.1,1,60_69,female,with_spouse,college,no,,,,,,,,,give_up,anti_scam|voice_assist|simpler,3,no,eager,1,希望字体更大一些
R2026061309512878179000245,elder_digital_2026,2026-06-12 15:30:06,2026-06-12 15:37:49,463.3,1,below_60,female,alone,junior,no,,,,,,,,,self_explore,human_help|voice_assist,4,yes,willing,1,希望有人能教教我们
R2026061309512878297200247,elder_digital_2026,2026-06-05 11:47:44,2026-06-05 11:52:09,265.4,1,60_69,female,alone,college,no,,,,,,,,,ask_children,voice_assist|simpler,4,yes,eager,3,希望有人能教教我们
R2026061309512878420400249,elder_digital_2026,2026-06-05 22:38:33,2026-06-05 22:48:00,567.4,1,60_69,male,alone,primary,no,,,,,,,,,self_explore,anti_scam,4,no,eager,4,担心被骗
R2026061309512878539000251,elder_digital_2026,2026-05-30 01:43:12,2026-05-30 01:51:20,487.9,1,above_80,female,institution,senior,no,,,,,,,,,ask_friends,voice_assist,3,no,eager,4,操作能再简单点就好
R2026061309512878658800253,elder_digital_2026,2026-06-04 03:50:14,2026-06-04 03:54:00,225.6,1,below_60,female,institution,junior,no,,,,,,,,,ask_friends,human_help,4,no,willing,2,操作能再简单点就好
R2026061309512878779300255,elder_digital_2026,2026-06-12 09:03:28,2026-06-12 09:07:02,214.4,0,70_79,female,with_children,junior,yes,lt1,forget_steps,yes,often,yes,2,yes,4,ask_children,human_help|bigger_font,4,yes,willing,2,
R2026061309512878902800257,elder_digital_2026,2026-06-02 11:39:19,2026-06-02 11:48:40,561.5,1,70_79,male,alone,senior,yes,1_3,forget_steps|none,no,often,no,,yes,3,ask_friends,anti_scam|human_help,2,no,reluctant,1,操作能再简单点就好
R2026061309512879025000259,elder_digital_2026,2026-06-08 15:44:13,2026-06-08 15:47:19,186.8,0,70_79,male,institution,junior,no,,,,,,,,,self_explore,voice_assist,2,no,resist,2,语音功能很需要
R2026061309512879164600261,elder_digital_2026,2026-06-10 10:29:02,2026-06-10 10:32:11,188.3,0,below_60,female,with_children,junior,no,,,,,,,,,ask_children,human_help|bigger_font,4,yes,reluctant,4,语音功能很需要
R2026061309512879310800263,elder_digital_2026,2026-06-03 03:28:25,2026-06-03 03:35:28,422.6,1,70_79,female,alone,junior,no,,,,,,,,,give_up,human_help|bigger_font|voice_assist,1,no,willing,1,
R2026061309512879696400265,elder_digital_2026,2026-06-08 06:49:54,2026-06-08 06:52:57,182.9,1,below_60,male,with_children,junior,yes,gt5,font_small,yes,never,yes,5,yes,2,ask_friends,bigger_font,2,yes,reluctant,3,希望有人能教教我们
R2026061309512879873400267,elder_digital_2026,2026-06-08 17:03:49,2026-06-08 17:06:00,130.6,1,60_69,male,institution,junior,yes,3_5,forget_steps|fear_scam,no,never,no,,no,1,give_up,simpler,3,no,willing,4,语音功能很需要
R2026061309512880050400269,elder_digital_2026,2026-06-03 16:47:20,2026-06-03 16:55:33,492.5,1,60_69,male,with_children,college,no,,,,,,,,,give_up,bigger_font|simpler,5,yes,reluctant,2,担心被骗
R2026061309512880222900271,elder_digital_2026,2026-06-11 05:12:55,2026-06-11 05:16:15,199.2,1,70_79,male,with_spouse,senior,no,,,,,,,,,ask_friends,voice_assist|anti_scam,1,no,willing,1,担心被骗
R2026061309512880378100273,elder_digital_2026,2026-06-07 04:34:05,2026-06-07 04:37:12,186.6,1,70_79,male,institution,college,no,,,,,,,,,ask_children,anti_scam|bigger_font,3,yes,reluctant,4,挺好的没什么意见
R2026061309512880531800275,elder_digital_2026,2026-06-11 15:20:03,2026-06-11 15:29:32,568.8,1,below_60,male,with_spouse,senior,no,,,,,,,,,give_up,bigger_font,5,yes,willing,1,语音功能很需要
R2026061309512880682500277,elder_digital_2026,2026-06-11 11:09:07,2026-06-11 11:16:13,426.1,1,60_69,female,with_spouse,junior,yes,gt5,forget_steps|font_small|none,yes,daily,no,,yes,1,ask_children,anti_scam,4,yes,eager,0,希望字体更大一些
R2026061309512880831800279,elder_digital_2026,2026-06-12 18:38:44,2026-06-12 18:44:25,341.3,1,60_69,male,with_children,college,no,,,,,,,,,self_explore,voice_assist|human_help,5,no,resist,3,担心被骗
R2026061309512880977700281,elder_digital_2026,2026-06-12 01:11:09,2026-06-12 01:15:34,265.4,1,above_80,female,alone,primary,no,,,,,,,,,give_up,simpler|bigger_font|human_help,1,no,willing,3,
R2026061309512881117400283,elder_digital_2026,2026-06-05 10:09:27,2026-06-05 10:15:19,352.3,1,above_80,male,with_children,junior,no,,,,,,,,,self_explore,anti_scam,4,yes,resist,0,语音功能很需要
R2026061309512881267600285,elder_digital_2026,2026-05-31 11:15:04,2026-05-31 11:17:22,138.1,1,60_69,male,with_spouse,senior,no,,,,,,,,,ask_children,bigger_font|voice_assist,5,yes,resist,2,希望有人能教教我们
R2026061309512881417100287,elder_digital_2026,2026-06-10 05:35:54,2026-06-10 05:43:53,479.5,1,above_80,female,with_children,junior,no,,,,,,,,,self_explore,bigger_font|human_help|simpler,1,yes,resist,2,
R2026061309512881571800289,elder_digital_2026,2026-06-09 10:26:08,2026-06-09 10:29:00,172.2,1,below_60,male,with_spouse,junior,yes,1_3,none|misclick|font_small,yes,daily,no,,no,1,ask_children,simpler|anti_scam,4,yes,willing,3,语音功能很需要
R2026061309512881733200291,elder_digital_2026,2026-06-06 10:27:01,2026-06-06 10:31:56,295.1,1,below_60,male,with_children,primary,yes,3_5,fear_scam,yes,daily,no,,no,4,give_up,anti_scam,4,yes,resist,0,语音功能很需要
R2026061309512881894600293,elder_digital_2026,2026-06-08 02:07:29,2026-06-08 02:13:00,330.7,0,60_69,female,with_spouse,college,yes,1_3,font_small|misclick|none,no,often,yes,1,no,4,ask_friends,anti_scam,2,no,reluctant,5,担心被骗
R2026061309512882057400295,elder_digital_2026,2026-06-10 13:12:12,2026-06-10 13:19:40,448.3,1,below_60,male,alone,primary,yes,3_5,none,yes,rarely,no,,yes,4,self_explore,simpler|voice_assist|anti_scam,4,no,resist,0,挺好的没什么意见
R2026061309512882220400297,elder_digital_2026,2026-06-01 07:56:09,2026-06-01 08:00:30,261.3,1,above_80,male,with_spouse,primary,no,,,,,,,,,give_up,bigger_font|human_help,1,yes,reluctant,5,语音功能很需要
R2026061309512882375600299,elder_digital_2026,2026-06-01 07:08:19,2026-06-01 07:16:55,515.6,1,60_69,female,with_children,junior,yes,gt5,fear_scam,no,often,yes,4,yes,4,ask_children,bigger_font|simpler|voice_assist,4,no,eager,1,担心被骗
R2026061309512882527500301,elder_digital_2026,2026-06-01 02:54:31,2026-06-01 03:03:47,555.9,1,above_80,female,with_spouse,college,yes,lt1,forget_steps|font_small,no,rarely,no,,yes,4,self_explore,simpler|human_help,4,no,willing,0,语音功能很需要
R2026061309512882682700303,elder_digital_2026,2026-06-11 18:16:10,2026-06-11 18:24:18,487.9,1,below_60,female,institution,primary,no,,,,,,,,,ask_children,human_help,4,yes,resist,2,操作能再简单点就好
R2026061309512882846300305,elder_digital_2026,2026-05-31 01:37:37,2026-05-31 01:46:33,536.2,1,70_79,male,with_spouse,primary,yes,1_3,too_complex|none,no,rarely,yes,4,no,3,give_up,human_help,3,no,eager,2,担心被骗
R2026061309512883002200307,elder_digital_2026,2026-06-08 03:46:14,2026-06-08 03:51:28,314.0,1,above_80,female,alone,junior,yes,1_3,none|misclick|fear_scam,no,never,yes,4,no,5,ask_friends,simpler,2,no,resist,4,希望字体更大一些
R2026061309512883158100309,elder_digital_2026,2026-06-06 23:17:28,2026-06-06 23:26:39,550.6,1,above_80,male,with_children,junior,yes,gt5,too_complex|misclick,no,daily,no,,no,3,give_up,anti_scam|human_help|bigger_font,4,yes,resist,4,
R2026061309512883310100311,elder_digital_2026,2026-06-10 13:44:47,2026-06-10 13:53:33,525.7,1,70_79,male,with_spouse,senior,no,,,,,,,,,ask_friends,voice_assist,4,no,resist,4,担心被骗
R2026061309512883462600313,elder_digital_2026,2026-05-31 12:38:34,2026-05-31 12:47:49,555.0,1,below_60,male,with_spouse,senior,yes,1_3,fear_scam|misclick|font_small,yes,daily,yes,3,yes,3,ask_friends,voice_assist|human_help|anti_scam,3,no,resist,4,希望字体更大一些
R2026061309512883627900315,elder_digital_2026,2026-06-12 11:28:47,2026-06-12 11:38:37,590.5,1,60_69,female,with_spouse,senior,yes,1_3,misclick|fear_scam,yes,rarely,no,,no,3,ask_children,simpler|bigger_font|anti_scam,5,yes,willing,5,希望字体更大一些
R2026061309512883777800317,elder_digital_2026,2026-06-08 21:01:13,2026-06-08 21:09:52,518.9,1,60_69,male,institution,senior,no,,,,,,,,,ask_children,bigger_font|human_help|anti_scam,2,no,resist,1,语音功能很需要
R2026061309512883928100319,elder_digital_2026,2026-05-30 10:18:43,2026-05-30 10:28:10,567.4,1,below_60,male,with_children,college,no,,,,,,,,,ask_children,human_help|simpler,2,yes,reluctant,4,希望字体更大一些
R2026061309512884085200321,elder_digital_2026,2026-06-04 07:36:04,2026-06-04 07:40:14,250.8,1,below_60,male,with_children,primary,no,,,,,,,,,self_explore,simpler|human_help|bigger_font,3,yes,reluctant,0,希望字体更大一些
R2026061309512884252700323,elder_digital_2026,2026-06-10 15:45:37,2026-06-10 15:50:09,272.7,1,60_69,female,institution,junior,yes,1_3,misclick|too_complex|font_small,no,rarely,no,,no,3,give_up,simpler,5,yes,resist,4,担心被骗
R2026061309512884431700325,elder_digital_2026,2026-06-07 04:49:39,2026-06-07 04:57:53,493.9,1,below_60,male,with_spouse,college,no,,,,,,,,,ask_children,voice_assist,3,yes,reluctant,3,
R2026061309512884602200327,elder_digital_2026,2026-06-10 12:15:02,2026-06-10 12:19:04,241.8,1,60_69,male,alone,primary,no,,,,,,,,,give_up,human_help|voice_assist,1,no,eager,1,希望有人能教教我们
R2026061309512884771500329,elder_digital_2026,2026-05-31 12:57:33,2026-05-31 13:00:14,160.8,1,70_79,male,with_children,college,yes,3_5,too_complex|none,no,rarely,no,,no,5,ask_children,anti_scam|bigger_font|voice_assist,5,no,reluctant,0,希望有人能教教我们
R2026061309512884931000331,elder_digital_2026,2026-06-12 10:38:19,2026-06-12 10:46:46,507.1,1,60_69,male,with_children,primary,no,,,,,,,,,give_up,anti_scam|human_help,2,no,reluctant,2,希望有人能教教我们
R2026061309512885088200333,elder_digital_2026,2026-06-02 14:57:18,2026-06-02 15:06:44,565.9,1,above_80,male,institution,senior,yes,1_3,misclick|fear_scam|none,no,never,no,,no,4,give_up,human_help,1,yes,willing,5,操作能再简单点就好
R2026061309512885250400335,elder_digital_2026,2026-06-12 00:47:50,2026-06-12 00:55:04,433.9,1,60_69,male,with_spouse,college,yes,3_5,forget_steps|fear_scam|none,no,rarely,no,,yes,4,ask_friends,anti_scam,2,yes,eager,0,
R2026061309512885415600337,elder_digital_2026,2026-06-04 22:31:55,2026-06-04 22:39:59,483.4,1,70_79,female,with_spouse,college,no,,,,,,,,,self_explore,anti_scam|voice_assist,2,no,reluctant,5,语音功能很需要
R2026061309512885579600339,elder_digital_2026,2026-06-12 14:44:53,2026-06-12 14:50:22,328.5,1,above_80,female,institution,primary,no,,,,,,,,,give_up,anti_scam|bigger_font,4,yes,eager,4,语音功能很需要
R2026061309512885748300341,elder_digital_2026,2026-06-02 23:08:17,2026-06-02 23:14:33,375.9,1,60_69,female,alone,senior,yes,3_5,fear_scam|too_complex|none,yes,daily,no,,yes,5,self_explore,human_help|anti_scam|simpler,2,no,willing,2,语音功能很需要
R2026061309512885915800343,elder_digital_2026,2026-05-31 20:49:59,2026-05-31 20:53:02,183.9,1,below_60,female,institution,senior,yes,gt5,too_complex,yes,rarely,yes,3,no,4,ask_friends,human_help|voice_assist|simpler,5,yes,reluctant,1,语音功能很需要
R2026061309512886079500345,elder_digital_2026,2026-06-12 18:05:26,2026-06-12 18:12:29,422.2,1,below_60,female,with_children,junior,yes,lt1,fear_scam,no,never,no,,yes,4,give_up,human_help|voice_assist|bigger_font,4,yes,resist,3,担心被骗
R2026061309512886247900347,elder_digital_2026,2026-06-06 03:06:44,2026-06-06 03:09:38,174.3,1,60_69,female,with_spouse,primary,yes,gt5,none|misclick|forget_steps,no,never,no,,yes,3,ask_friends,voice_assist|simpler,4,no,resist,3,语音功能很需要
R2026061309512886421500349,elder_digital_2026,2026-06-07 17:42:37,2026-06-07 17:52:32,595.0,1,above_80,female,with_children,junior,yes,1_3,font_small|too_complex|none,no,never,no,,no,2,ask_children,simpler|bigger_font|anti_scam,5,yes,resist,1,挺好的没什么意见
R2026061309512886588900351,elder_digital_2026,2026-06-05 08:49:13,2026-06-05 08:54:30,317.6,1,70_79,male,institution,senior,yes,lt1,none|font_small|misclick,no,daily,no,,yes,4,give_up,bigger_font|human_help,2,yes,resist,0,
R2026061309512886756200353,elder_digital_2026,2026-06-08 02:43:00,2026-06-08 02:45:13,133.6,1,60_69,male,with_spouse,college,no,,,,,,,,,ask_children,voice_assist,3,yes,resist,5,
R2026061309512886919800355,elder_digital_2026,2026-06-10 01:27:26,2026-06-10 01:32:22,296.2,1,above_80,female,institution,junior,no,,,,,,,,,ask_friends,anti_scam|voice_assist|bigger_font,4,no,eager,0,希望字体更大一些
R2026061309512887075600357,elder_digital_2026,2026-06-03 01:15:35,2026-06-03 01:21:18,343.0,1,above_80,male,institution,college,no,,,,,,,,,give_up,simpler|anti_scam,3,no,resist,3,希望字体更大一些
R2026061309512887231500359,elder_digital_2026,2026-05-31 20:48:42,2026-05-31 20:53:06,263.6,1,60_69,female,with_spouse,senior,no,,,,,,,,,self_explore,voice_assist|simpler,4,no,reluctant,3,希望有人能教教我们
R2026061309512887388900361,elder_digital_2026,2026-06-07 20:15:24,2026-06-07 20:22:49,444.7,1,below_60,male,with_spouse,senior,no,,,,,,,,,give_up,bigger_font,4,yes,willing,0,语音功能很需要
R2026061309512887551200363,elder_digital_2026,2026-06-10 22:35:12,2026-06-10 22:43:15,483.1,1,60_69,female,institution,junior,yes,1_3,misclick|none|font_small,yes,often,yes,5,no,3,ask_children,simpler|bigger_font,4,no,eager,1,希望有人能教教我们
R2026061309512887711400365,elder_digital_2026,2026-06-06 09:49:32,2026-06-06 09:52:24,172.4,0,70_79,male,with_children,senior,yes,lt1,none,yes,rarely,yes,3,no,3,ask_children,anti_scam|bigger_font|human_help,2,no,resist,3,
R2026061309512887873900367,elder_digital_2026,2026-06-07 14:34:20,2026-06-07 14:41:59,459.0,1,70_79,male,with_spouse,junior,yes,1_3,none,yes,rarely,yes,3,no,5,self_explore,anti_scam|human_help|bigger_font,4,no,eager,2,希望字体更大一些
R2026061309512888032200369,elder_digital_2026,2026-06-08 10:23:11,2026-06-08 10:28:18,307.0,1,60_69,male,institution,senior,yes,3_5,none|forget_steps|fear_scam,yes,often,no,,no,4,ask_children,anti_scam,5,no,resist,3,希望有人能教教我们
R2026061309512888191300371,elder_digital_2026,2026-06-01 15:32:58,2026-06-01 15:38:07,308.6,1,60_69,female,institution,senior,no,,,,,,,,,self_explore,voice_assist|bigger_font,3,yes,willing,2,语音功能很需要
R2026061309512888356100373,elder_digital_2026,2026-06-06 06:26:35,2026-06-06 06:33:35,420.0,1,below_60,male,alone,primary,yes,1_3,forget_steps|none|too_complex,no,daily,yes,3,yes,3,give_up,anti_scam|human_help|bigger_font,4,no,willing,2,希望字体更大一些
R2026061309512888527100375,elder_digital_2026,2026-06-12 21:17:56,2026-06-12 21:24:49,413.2,1,below_60,male,with_children,senior,yes,3_5,misclick|forget_steps,yes,daily,no,,no,4,give_up,simpler|voice_assist|human_help,3,no,reluctant,3,语音功能很需要
R2026061309512888692800377,elder_digital_2026,2026-06-07 14:36:41,2026-06-07 14:39:06,145.4,1,70_79,female,alone,primary,yes,3_5,none,no,often,yes,2,no,3,ask_friends,anti_scam,3,yes,eager,0,担心被骗
R2026061309512888858300379,elder_digital_2026,2026-06-09 04:28:33,2026-06-09 04:31:50,196.6,1,above_80,female,alone,junior,yes,lt1,fear_scam,no,daily,yes,4,no,1,ask_friends,human_help,4,yes,eager,0,挺好的没什么意见
R2026061309512889027300381,elder_digital_2026,2026-06-11 23:11:59,2026-06-11 23:21:24,565.4,1,above_80,female,with_children,junior,yes,gt5,fear_scam|misclick,yes,never,no,,yes,4,ask_friends,simpler|anti_scam|human_help,5,no,resist,0,语音功能很需要
R2026061309512889190900383,elder_digital_2026,2026-05-31 07:57:26,2026-05-31 08:05:35,489.0,1,above_80,female,with_children,senior,no,,,,,,,,,give_up,bigger_font|simpler|voice_assist,2,yes,reluctant,3,希望有人能教教我们
R2026061309512889359100385,elder_digital_2026,2026-06-06 18:27:56,2026-06-06 18:35:35,459.2,1,60_69,female,institution,college,yes,3_5,forget_steps|none,yes,never,yes,4,no,4,ask_friends,bigger_font,2,no,reluctant,4,操作能再简单点就好
R2026061309512889526900387,elder_digital_2026,2026-06-09 09:00:17,2026-06-09 09:08:49,512.1,1,60_69,male,institution,college,no,,,,,,,,,self_explore,human_help,5,yes,willing,0,挺好的没什么意见
R2026061309512889695200389,elder_digital_2026,2026-05-31 23:23:48,2026-05-31 23:32:14,505.6,1,below_60,female,institution,junior,yes,gt5,font_small|fear_scam|too_complex,no,rarely,yes,4,yes,2,ask_friends,anti_scam,2,yes,willing,5,希望字体更大一些
R2026061309512889872000391,elder_digital_2026,2026-06-09 07:07:35,2026-06-09 07:17:15,579.6,1,60_69,male,with_children,primary,no,,,,,,,,,give_up,anti_scam|voice_assist,3,yes,willing,5,希望有人能教教我们
R2026061309512890041800393,elder_digital_2026,2026-05-30 10:41:03,2026-05-30 10:47:38,395.4,1,below_60,female,with_spouse,senior,yes,gt5,font_small|fear_scam|none,yes,often,yes,5,yes,2,ask_friends,bigger_font,3,no,resist,2,操作能再简单点就好
R2026061309512890218500395,elder_digital_2026,2026-06-06 12:27:51,2026-06-06 12:32:43,292.0,1,60_69,female,institution,primary,yes,lt1,fear_scam|none|misclick,yes,often,yes,4,no,4,give_up,simpler|human_help|voice_assist,4,yes,eager,3,语音功能很需要
R2026061309512890389100397,elder_digital_2026,2026-06-04 19:54:21,2026-06-04 20:01:11,409.1,1,60_69,female,with_spouse,college,no,,,,,,,,,ask_friends,anti_scam,3,no,willing,4,希望有人能教教我们
R2026061309512890565600399,elder_digital_2026,2026-05-30 16:02:53,2026-05-30 16:11:49,535.8,1,below_60,female,alone,primary,yes,1_3,none|fear_scam,no,rarely,yes,5,no,2,self_explore,simpler|bigger_font,5,yes,resist,4,担心被骗
